road_id, road_type  , hour, avg_speed_kmh, congestion_level, travel_time_multiplier, passable_ambulance, passable_firetruck, rain
   1028, trunk      ,   18,          20.2,            0.829,                   2.38, oui               , oui               , non
   1028, trunk      ,   19,          20.9,            0.814,                   2.32, oui               , oui               , non
   1028, trunk      ,   20,          21.3,            0.806,                   2.3 , oui               , oui               , non
   1028, trunk      ,   21,          50.6,            0.196,                   1.16, oui               , oui               , non
   1028, trunk      ,   22,          48.8,            0.233,                   1.19, oui               , oui               , non
   1028, trunk      ,   23,          48.7,            0.234,                   1.2 , oui               , oui               , non
   1029, tertiary   ,    0,          11.1,            0.327,                   1.3 , oui               , oui               , non
   1029, tertiary   ,    1,          11.1,            0.322,                   1.29, oui               , oui               , non
   1029, tertiary   ,    2,           6.9,            0.495,                   1.53, oui               , oui               , oui
   1029, tertiary   ,    3,           6.7,            0.516,                   1.57, oui               , oui               , oui
   1029, tertiary   ,    4,          11.6,            0.286,                   1.25, oui               , oui               , non
   1029, tertiary   ,    5,          22.1,            0.33 ,                   1.3 , oui               , oui               , non
   1029, tertiary   ,    6,          13.9,            0.487,                   1.52, oui               , oui               , oui
   1029, tertiary   ,    7,           9.8,            0.84 ,                   2.43, non               , oui               , non
   1029, tertiary   ,    8,          10.0,            0.832,                   2.4 , oui               , oui               , non
   1029, tertiary   ,    9,          11.0,            0.791,                   2.24, oui               , oui               , non
   1029, tertiary   ,   10,          14.1,            0.47 ,                   1.49, oui               , oui               , oui
   1029, tertiary   ,   11,          22.0,            0.335,                   1.31, oui               , oui               , non
   1029, tertiary   ,   12,           8.9,            0.832,                   2.4 , non               , oui               , oui
   1029, tertiary   ,   13,          16.0,            0.584,                   1.69, oui               , oui               , non
   1029, tertiary   ,   14,          16.7,            0.555,                   1.63, oui               , oui               , non
   1029, tertiary   ,   15,          13.4,            0.517,                   1.57, oui               , oui               , oui
   1029, tertiary   ,   16,          21.9,            0.339,                   1.31, oui               , oui               , non
   1029, tertiary   ,   17,           8.2,            0.909,                   2.75, non               , oui               , non
   1029, tertiary   ,   18,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1029, tertiary   ,   19,           7.8,            0.924,                   2.83, non               , non               , non
   1029, tertiary   ,   20,           8.6,            0.893,                   2.67, non               , oui               , non
   1029, tertiary   ,   21,          21.8,            0.342,                   1.32, oui               , oui               , non
   1029, tertiary   ,   22,          21.8,            0.341,                   1.31, oui               , oui               , non
   1029, tertiary   ,   23,          23.6,            0.267,                   1.23, oui               , oui               , non
   1030, tertiary   ,    0,          11.9,            0.26 ,                   1.22, oui               , oui               , non
   1030, tertiary   ,    1,          11.3,            0.311,                   1.28, oui               , oui               , non
   1030, tertiary   ,    2,          10.9,            0.338,                   1.31, oui               , oui               , non
   1030, tertiary   ,    3,          11.3,            0.311,                   1.28, oui               , oui               , non
   1030, tertiary   ,    4,          11.7,            0.275,                   1.24, oui               , oui               , non
   1030, tertiary   ,    5,          23.2,            0.284,                   1.25, oui               , oui               , non
   1030, tertiary   ,    6,          13.2,            0.53 ,                   1.59, oui               , oui               , oui
   1030, tertiary   ,    7,          10.6,            0.81 ,                   2.31, oui               , oui               , non
   1030, tertiary   ,    8,          10.8,            0.801,                   2.28, oui               , oui               , non
   1030, tertiary   ,    9,          10.7,            0.805,                   2.29, oui               , oui               , non
   1030, tertiary   ,   10,          22.2,            0.324,                   1.29, oui               , oui               , non
   1030, tertiary   ,   11,          23.5,            0.272,                   1.23, oui               , oui               , non
   1030, tertiary   ,   12,          15.1,            0.621,                   1.77, oui               , oui               , non
   1030, tertiary   ,   13,           8.8,            0.842,                   2.44, non               , oui               , oui
   1030, tertiary   ,   14,          15.1,            0.621,                   1.77, oui               , oui               , non
   1030, tertiary   ,   15,          23.6,            0.268,                   1.23, oui               , oui               , non
   1030, tertiary   ,   16,          22.5,            0.314,                   1.28, oui               , oui               , non
   1030, tertiary   ,   17,           7.8,            0.926,                   2.84, non               , non               , non
   1030, tertiary   ,   18,           8.2,            0.908,                   2.75, non               , oui               , non
   1030, tertiary   ,   19,           7.9,            0.921,                   2.81, non               , non               , non
   1030, tertiary   ,   20,           7.5,            0.939,                   2.92, non               , non               , non
   1030, tertiary   ,   21,          21.9,            0.338,                   1.31, oui               , oui               , non
   1030, tertiary   ,   22,          14.4,            0.451,                   1.46, oui               , oui               , oui
   1030, tertiary   ,   23,          13.9,            0.488,                   1.52, oui               , oui               , oui
   1031, primary    ,    0,          43.8,            0.156,                   1.12, oui               , oui               , non
   1031, primary    ,    1,          40.9,            0.229,                   1.19, oui               , oui               , non
   1031, primary    ,    2,          24.8,            0.418,                   1.41, oui               , oui               , oui
   1031, primary    ,    3,          43.8,            0.156,                   1.12, oui               , oui               , non
   1031, primary    ,    4,          43.2,            0.17 ,                   1.14, oui               , oui               , non
   1031, primary    ,    5,          42.6,            0.186,                   1.15, oui               , oui               , non
   1031, primary    ,    6,          41.5,            0.212,                   1.17, oui               , oui               , non
   1031, primary    ,    7,          21.8,            0.706,                   1.98, oui               , oui               , non
   1031, primary    ,    8,          21.4,            0.715,                   2.0 , oui               , oui               , non
   1031, primary    ,    9,          22.0,            0.701,                   1.96, oui               , oui               , non
   1031, primary    ,   10,          41.2,            0.22 ,                   1.18, oui               , oui               , non
   1031, primary    ,   11,          43.8,            0.155,                   1.12, oui               , oui               , non
   1031, primary    ,   12,          30.3,            0.492,                   1.52, oui               , oui               , non
   1031, primary    ,   13,          29.3,            0.519,                   1.57, oui               , oui               , non
   1031, primary    ,   14,          31.8,            0.455,                   1.47, oui               , oui               , non
   1031, primary    ,   15,          43.2,            0.17 ,                   1.14, oui               , oui               , non
   1031, primary    ,   16,          40.6,            0.236,                   1.2 , oui               , oui               , non
   1031, primary    ,   17,          19.1,            0.773,                   2.18, oui               , oui               , non
   1031, primary    ,   18,          17.2,            0.821,                   2.35, oui               , oui               , non
   1031, primary    ,   19,          17.6,            0.809,                   2.31, oui               , oui               , non
   1031, primary    ,   20,          19.2,            0.77 ,                   2.17, oui               , oui               , non
   1031, primary    ,   21,          43.2,            0.169,                   1.13, oui               , oui               , non
   1031, primary    ,   22,          24.0,            0.448,                   1.46, oui               , oui               , oui
   1031, primary    ,   23,          40.2,            0.246,                   1.21, oui               , oui               , non
   1032, primary    ,    0,          26.1,            0.362,                   1.34, oui               , oui               , oui
   1032, primary    ,    1,          42.9,            0.178,                   1.14, oui               , oui               , non
   1032, primary    ,    2,          43.4,            0.166,                   1.13, oui               , oui               , non
   1032, primary    ,    3,          44.0,            0.151,                   1.12, oui               , oui               , non
   1032, primary    ,    4,          24.2,            0.444,                   1.45, oui               , oui               , oui
   1032, primary    ,    5,          40.3,            0.243,                   1.2 , oui               , oui               , non
   1032, primary    ,    6,          40.9,            0.227,                   1.19, oui               , oui               , non
   1032, primary    ,    7,          20.6,            0.734,                   2.06, oui               , oui               , non
   1032, primary    ,    8,          20.8,            0.729,                   2.04, oui               , oui               , non
   1032, primary    ,    9,          23.7,            0.657,                   1.85, oui               , oui               , non
   1032, primary    ,   10,          41.9,            0.203,                   1.17, oui               , oui               , non
   1032, primary    ,   11,          41.9,            0.202,                   1.16, oui               , oui               , non
   1032, primary    ,   12,          31.4,            0.466,                   1.48, oui               , oui               , non
   1032, primary    ,   13,          30.4,            0.49 ,                   1.52, oui               , oui               , non
   1032, primary    ,   14,          28.5,            0.538,                   1.6 , oui               , oui               , non
   1032, primary    ,   15,          42.7,            0.183,                   1.15, oui               , oui               , non
   1032, primary    ,   16,          40.2,            0.245,                   1.21, oui               , oui               , non
   1032, primary    ,   17,          18.1,            0.797,                   2.26, oui               , oui               , non
   1032, primary    ,   18,          17.0,            0.825,                   2.37, oui               , oui               , non
   1032, primary    ,   19,          19.5,            0.761,                   2.14, oui               , oui               , non
   1032, primary    ,   20,          19.0,            0.774,                   2.18, oui               , oui               , non
   1032, primary    ,   21,          40.3,            0.242,                   1.2 , oui               , oui               , non
   1032, primary    ,   22,          43.8,            0.154,                   1.12, oui               , oui               , non
   1032, primary    ,   23,          42.5,            0.188,                   1.15, oui               , oui               , non
   1033, primary    ,    0,          43.5,            0.161,                   1.13, oui               , oui               , non
   1033, primary    ,    1,          24.7,            0.422,                   1.42, oui               , oui               , oui
   1033, primary    ,    2,          41.9,            0.202,                   1.16, oui               , oui               , non
   1033, primary    ,    3,          41.9,            0.201,                   1.16, oui               , oui               , non
   1033, primary    ,    4,          42.1,            0.199,                   1.16, oui               , oui               , non
   1033, primary    ,    5,          41.4,            0.215,                   1.18, oui               , oui               , non
   1033, primary    ,    6,          26.2,            0.358,                   1.33, oui               , oui               , oui
   1033, primary    ,    7,          20.1,            0.747,                   2.1 , oui               , oui               , non
   1033, primary    ,    8,          21.9,            0.703,                   1.97, oui               , oui               , non
   1033, primary    ,    9,          23.2,            0.671,                   1.89, oui               , oui               , non
   1033, primary    ,   10,          43.1,            0.171,                   1.14, oui               , oui               , non
   1033, primary    ,   11,          40.7,            0.234,                   1.2 , oui               , oui               , non
   1033, primary    ,   12,          28.7,            0.533,                   1.59, oui               , oui               , non
   1033, primary    ,   13,          29.0,            0.524,                   1.58, oui               , oui               , non
   1033, primary    ,   14,          17.2,            0.732,                   2.05, oui               , oui               , oui
   1033, primary    ,   15,          24.8,            0.419,                   1.41, oui               , oui               , oui
   1033, primary    ,   16,          24.7,            0.422,                   1.42, oui               , oui               , oui
   1033, primary    ,   17,          11.8,            0.957,                   3.03, oui               , oui               , oui
   1033, primary    ,   18,          11.4,            0.975,                   3.15, oui               , oui               , oui
   1033, primary    ,   19,          16.7,            0.832,                   2.4 , oui               , oui               , non
   1033, primary    ,   20,          18.4,            0.791,                   2.24, oui               , oui               , non
   1033, primary    ,   21,          42.4,            0.19 ,                   1.15, oui               , oui               , non
   1033, primary    ,   22,          25.5,            0.389,                   1.37, oui               , oui               , oui
   1033, primary    ,   23,          44.0,            0.151,                   1.12, oui               , oui               , non
   1034, secondary  ,    0,          31.8,            0.256,                   1.22, oui               , oui               , non
   1034, secondary  ,    1,          31.9,            0.255,                   1.22, oui               , oui               , non
   1034, secondary  ,    2,          30.9,            0.286,                   1.25, oui               , oui               , non
   1034, secondary  ,    3,          31.1,            0.279,                   1.24, oui               , oui               , non
   1034, secondary  ,    4,          30.1,            0.311,                   1.28, oui               , oui               , non
   1034, secondary  ,    5,          29.0,            0.343,                   1.32, oui               , oui               , non
   1034, secondary  ,    6,          17.6,            0.532,                   1.59, oui               , oui               , oui
   1034, secondary  ,    7,          15.5,            0.766,                   2.15, oui               , oui               , non
   1034, secondary  ,    8,          13.6,            0.825,                   2.37, oui               , oui               , non
   1034, secondary  ,    9,          13.3,            0.835,                   2.41, oui               , oui               , non
   1034, secondary  ,   10,          30.0,            0.313,                   1.28, oui               , oui               , non
   1034, secondary  ,   11,          29.2,            0.339,                   1.31, oui               , oui               , non
   1034, secondary  ,   12,          19.6,            0.637,                   1.8 , oui               , oui               , non
   1034, secondary  ,   13,          11.6,            0.846,                   2.45, oui               , oui               , oui
   1034, secondary  ,   14,          11.8,            0.837,                   2.42, oui               , oui               , oui
   1034, secondary  ,   15,          31.9,            0.254,                   1.22, oui               , oui               , non
   1034, secondary  ,   16,          30.7,            0.289,                   1.25, oui               , oui               , non
   1034, secondary  ,   17,          12.5,            0.859,                   2.51, oui               , oui               , non
   1034, secondary  ,   18,          10.4,            0.924,                   2.83, oui               , oui               , non
   1034, secondary  ,   19,          12.1,            0.871,                   2.56, oui               , oui               , non
   1034, secondary  ,   20,           6.0,            1.0  ,                   3.33, non               , non               , oui
   1034, secondary  ,   21,          31.4,            0.268,                   1.23, oui               , oui               , non
   1034, secondary  ,   22,          18.7,            0.475,                   1.5 , oui               , oui               , oui
   1034, secondary  ,   23,          29.9,            0.317,                   1.29, oui               , oui               , non
   1035, motorway   ,    0,          70.1,            0.155,                   1.12, oui               , oui               , non
   1035, motorway   ,    1,          64.1,            0.249,                   1.21, oui               , oui               , non
   1035, motorway   ,    2,          39.8,            0.414,                   1.41, oui               , oui               , oui
   1035, motorway   ,    3,          66.1,            0.217,                   1.18, oui               , oui               , non
   1035, motorway   ,    4,          69.1,            0.17 ,                   1.13, oui               , oui               , non
   1035, motorway   ,    5,          64.3,            0.245,                   1.21, oui               , oui               , non
   1035, motorway   ,    6,          66.1,            0.217,                   1.18, oui               , oui               , non
   1035, motorway   ,    7,          21.9,            0.879,                   2.6 , oui               , oui               , oui
   1035, motorway   ,    8,          37.2,            0.669,                   1.88, oui               , oui               , non
   1035, motorway   ,    9,          36.3,            0.683,                   1.92, oui               , oui               , non
   1035, motorway   ,   10,          39.6,            0.419,                   1.42, oui               , oui               , oui
   1035, motorway   ,   11,          66.8,            0.207,                   1.17, oui               , oui               , non
   1035, motorway   ,   12,          27.0,            0.746,                   2.09, oui               , oui               , oui
   1035, motorway   ,   13,          49.2,            0.481,                   1.51, oui               , oui               , non
   1035, motorway   ,   14,          46.6,            0.521,                   1.57, oui               , oui               , non
   1035, motorway   ,   15,          68.6,            0.178,                   1.14, oui               , oui               , non
   1035, motorway   ,   16,          66.1,            0.218,                   1.18, oui               , oui               , non
   1035, motorway   ,   17,          28.9,            0.798,                   2.27, oui               , oui               , non
   1035, motorway   ,   18,          27.0,            0.827,                   2.38, oui               , oui               , non
   1035, motorway   ,   19,          31.3,            0.761,                   2.14, oui               , oui               , non
   1035, motorway   ,   20,          31.5,            0.758,                   2.13, oui               , oui               , non
   1035, motorway   ,   21,          65.1,            0.233,                   1.19, oui               , oui               , non
   1035, motorway   ,   22,          69.1,            0.17 ,                   1.13, oui               , oui               , non
   1035, motorway   ,   23,          66.4,            0.213,                   1.17, oui               , oui               , non
   1036, primary    ,    0,          40.4,            0.239,                   1.2 , oui               , oui               , non
   1036, primary    ,    1,          41.5,            0.213,                   1.18, oui               , oui               , non
   1036, primary    ,    2,          41.7,            0.208,                   1.17, oui               , oui               , non
   1036, primary    ,    3,          25.9,            0.371,                   1.35, oui               , oui               , oui
   1036, primary    ,    4,          43.0,            0.176,                   1.14, oui               , oui               , non
   1036, primary    ,    5,          41.8,            0.204,                   1.17, oui               , oui               , non
   1036, primary    ,    6,          43.4,            0.165,                   1.13, oui               , oui               , non
   1036, primary    ,    7,          20.4,            0.739,                   2.07, oui               , oui               , non
   1036, primary    ,    8,          12.3,            0.936,                   2.9 , oui               , oui               , oui
   1036, primary    ,    9,          13.2,            0.9  ,                   2.7 , oui               , oui               , oui
   1036, primary    ,   10,          25.5,            0.386,                   1.37, oui               , oui               , oui
   1036, primary    ,   11,          43.0,            0.174,                   1.14, oui               , oui               , non
   1036, primary    ,   12,          28.1,            0.548,                   1.62, oui               , oui               , non
   1036, primary    ,   13,          17.4,            0.726,                   2.03, oui               , oui               , oui
   1036, primary    ,   14,          31.4,            0.466,                   1.48, oui               , oui               , non
   1036, primary    ,   15,          41.7,            0.207,                   1.17, oui               , oui               , non
   1036, primary    ,   16,          43.4,            0.165,                   1.13, oui               , oui               , non
   1036, primary    ,   17,           9.7,            1.0  ,                   3.33, non               , oui               , oui
   1036, primary    ,   18,          17.0,            0.826,                   2.37, oui               , oui               , non
   1036, primary    ,   19,          18.9,            0.776,                   2.19, oui               , oui               , non
   1036, primary    ,   20,          17.3,            0.817,                   2.34, oui               , oui               , non
   1036, primary    ,   21,          40.8,            0.229,                   1.19, oui               , oui               , non
   1036, primary    ,   22,          40.3,            0.242,                   1.2 , oui               , oui               , non
   1036, primary    ,   23,          43.8,            0.154,                   1.12, oui               , oui               , non
   1037, secondary  ,    0,          31.7,            0.26 ,                   1.22, oui               , oui               , non
   1037, secondary  ,    1,          30.0,            0.313,                   1.28, oui               , oui               , non
   1037, secondary  ,    2,          29.6,            0.324,                   1.29, oui               , oui               , non
   1037, secondary  ,    3,          30.2,            0.307,                   1.27, oui               , oui               , non
   1037, secondary  ,    4,          30.8,            0.288,                   1.25, oui               , oui               , non
   1037, secondary  ,    5,          17.5,            0.54 ,                   1.61, oui               , oui               , oui
   1037, secondary  ,    6,          31.2,            0.275,                   1.24, oui               , oui               , non
   1037, secondary  ,    7,          15.3,            0.772,                   2.18, oui               , oui               , non
   1037, secondary  ,    8,          13.4,            0.832,                   2.39, oui               , oui               , non
   1037, secondary  ,    9,          13.5,            0.829,                   2.38, oui               , oui               , non
   1037, secondary  ,   10,          32.0,            0.251,                   1.21, oui               , oui               , non
   1037, secondary  ,   11,          30.6,            0.294,                   1.26, oui               , oui               , non
   1037, secondary  ,   12,          20.8,            0.601,                   1.73, oui               , oui               , non
   1037, secondary  ,   13,          13.2,            0.765,                   2.15, oui               , oui               , oui
   1037, secondary  ,   14,          20.5,            0.61 ,                   1.75, oui               , oui               , non
   1037, secondary  ,   15,          29.9,            0.316,                   1.28, oui               , oui               , non
   1037, secondary  ,   16,          18.6,            0.483,                   1.51, oui               , oui               , oui
   1037, secondary  ,   17,          10.6,            0.918,                   2.8 , oui               , oui               , non
   1037, secondary  ,   18,          10.9,            0.909,                   2.75, oui               , oui               , non
   1037, secondary  ,   19,          11.5,            0.891,                   2.66, oui               , oui               , non
   1037, secondary  ,   20,          12.4,            0.863,                   2.52, oui               , oui               , non
   1037, secondary  ,   21,          31.6,            0.263,                   1.23, oui               , oui               , non
   1037, secondary  ,   22,          17.5,            0.539,                   1.61, oui               , oui               , oui
   1037, secondary  ,   23,          31.5,            0.267,                   1.23, oui               , oui               , non
   1038, secondary  ,    0,          30.3,            0.302,                   1.27, oui               , oui               , non
   1038, secondary  ,    1,          28.9,            0.347,                   1.32, oui               , oui               , non
   1038, secondary  ,    2,          29.2,            0.338,                   1.31, oui               , oui               , non
   1038, secondary  ,    3,          29.4,            0.332,                   1.3 , oui               , oui               , non
   1038, secondary  ,    4,          31.3,            0.272,                   1.23, oui               , oui               , non
   1038, secondary  ,    5,          30.5,            0.297,                   1.26, oui               , oui               , non
   1038, secondary  ,    6,          31.3,            0.272,                   1.24, oui               , oui               , non
   1038, secondary  ,    7,          15.5,            0.764,                   2.15, oui               , oui               , non
   1038, secondary  ,    8,          13.5,            0.827,                   2.37, oui               , oui               , non
   1038, secondary  ,    9,           8.6,            1.0  ,                   3.33, non               , oui               , oui
   1038, secondary  ,   10,          29.8,            0.319,                   1.29, oui               , oui               , non
   1038, secondary  ,   11,          18.1,            0.51 ,                   1.55, oui               , oui               , oui
   1038, secondary  ,   12,          12.7,            0.788,                   2.23, oui               , oui               , oui
   1038, secondary  ,   13,          22.3,            0.552,                   1.63, oui               , oui               , non
   1038, secondary  ,   14,          19.5,            0.641,                   1.81, oui               , oui               , non
   1038, secondary  ,   15,          29.4,            0.333,                   1.3 , oui               , oui               , non
   1038, secondary  ,   16,          31.4,            0.268,                   1.23, oui               , oui               , non
   1038, secondary  ,   17,          10.9,            0.91 ,                   2.75, oui               , oui               , non
   1038, secondary  ,   18,          11.1,            0.903,                   2.72, oui               , oui               , non
   1038, secondary  ,   19,          12.5,            0.859,                   2.51, oui               , oui               , non
   1038, secondary  ,   20,           9.9,            0.94 ,                   2.93, non               , oui               , non
   1038, secondary  ,   21,          32.0,            0.25 ,                   1.21, oui               , oui               , non
   1038, secondary  ,   22,          29.8,            0.318,                   1.29, oui               , oui               , non
   1038, secondary  ,   23,          30.7,            0.292,                   1.26, oui               , oui               , non
   1039, tertiary   ,    0,          11.2,            0.32 ,                   1.29, oui               , oui               , non
   1039, tertiary   ,    1,          10.9,            0.344,                   1.32, oui               , oui               , non
   1039, tertiary   ,    2,          11.1,            0.327,                   1.3 , oui               , oui               , non
   1039, tertiary   ,    3,          11.0,            0.33 ,                   1.3 , oui               , oui               , non
   1039, tertiary   ,    4,          11.0,            0.334,                   1.3 , oui               , oui               , non
   1039, tertiary   ,    5,          23.0,            0.293,                   1.26, oui               , oui               , non
   1039, tertiary   ,    6,          22.2,            0.327,                   1.3 , oui               , oui               , non
   1039, tertiary   ,    7,          11.8,            0.758,                   2.13, oui               , oui               , non
   1039, tertiary   ,    8,          10.7,            0.804,                   2.29, oui               , oui               , non
   1039, tertiary   ,    9,          12.0,            0.751,                   2.11, oui               , oui               , non
   1039, tertiary   ,   10,          24.0,            0.251,                   1.21, oui               , oui               , non
   1039, tertiary   ,   11,          22.8,            0.302,                   1.27, oui               , oui               , non
   1039, tertiary   ,   12,          16.3,            0.571,                   1.66, oui               , oui               , non
   1039, tertiary   ,   13,           9.5,            0.791,                   2.24, non               , oui               , oui
   1039, tertiary   ,   14,          15.8,            0.593,                   1.71, oui               , oui               , non
   1039, tertiary   ,   15,          23.4,            0.276,                   1.24, oui               , oui               , non
   1039, tertiary   ,   16,          22.6,            0.306,                   1.27, oui               , oui               , non
   1039, tertiary   ,   17,           7.2,            0.949,                   2.98, non               , non               , non
   1039, tertiary   ,   18,           9.1,            0.87 ,                   2.56, non               , oui               , non
   1039, tertiary   ,   19,           5  ,            1.0  ,                   3.33, non               , non               , oui
   1039, tertiary   ,   20,           8.3,            0.906,                   2.73, non               , oui               , non
   1039, tertiary   ,   21,          21.6,            0.349,                   1.32, oui               , oui               , non
   1039, tertiary   ,   22,          22.1,            0.327,                   1.3 , oui               , oui               , non
   1039, tertiary   ,   23,          23.7,            0.264,                   1.23, oui               , oui               , non
   1040, trunk      ,    0,          52.2,            0.162,                   1.13, oui               , oui               , non
   1040, trunk      ,    1,          49.0,            0.228,                   1.19, oui               , oui               , non
   1040, trunk      ,    2,          52.3,            0.16 ,                   1.13, oui               , oui               , non
   1040, trunk      ,    3,          49.0,            0.229,                   1.19, oui               , oui               , non
   1040, trunk      ,    4,          49.9,            0.211,                   1.17, oui               , oui               , non
   1040, trunk      ,    5,          52.6,            0.155,                   1.12, oui               , oui               , non
   1040, trunk      ,    6,          49.7,            0.214,                   1.18, oui               , oui               , non
   1040, trunk      ,    7,          24.8,            0.732,                   2.05, oui               , oui               , non
   1040, trunk      ,    8,          15.6,            0.91 ,                   2.75, oui               , oui               , oui
   1040, trunk      ,    9,          27.5,            0.676,                   1.9 , oui               , oui               , non
   1040, trunk      ,   10,          49.9,            0.211,                   1.17, oui               , oui               , non
   1040, trunk      ,   11,          48.3,            0.243,                   1.21, oui               , oui               , non
   1040, trunk      ,   12,          35.3,            0.516,                   1.56, oui               , oui               , non
   1040, trunk      ,   13,          20.3,            0.746,                   2.09, oui               , oui               , oui
   1040, trunk      ,   14,          20.8,            0.727,                   2.04, oui               , oui               , oui
   1040, trunk      ,   15,          30.3,            0.399,                   1.39, oui               , oui               , oui
   1040, trunk      ,   16,          48.7,            0.235,                   1.2 , oui               , oui               , non
   1040, trunk      ,   17,          12.9,            1.0  ,                   3.33, oui               , oui               , oui
   1040, trunk      ,   18,          20.2,            0.828,                   2.38, oui               , oui               , non
   1040, trunk      ,   19,          20.6,            0.82 ,                   2.35, oui               , oui               , non
   1040, trunk      ,   20,          20.8,            0.817,                   2.34, oui               , oui               , non
   1040, trunk      ,   21,          49.7,            0.216,                   1.18, oui               , oui               , non
   1040, trunk      ,   22,          52.4,            0.159,                   1.12, oui               , oui               , non
   1040, trunk      ,   23,          50.9,            0.19 ,                   1.15, oui               , oui               , non
   1041, residential,    0,           7.7,            0.291,                   1.26, oui               , non               , non
   1041, residential,    1,           8.0,            0.252,                   1.21, oui               , non               , non
   1041, residential,    2,           7.3,            0.342,                   1.31, oui               , non               , non
   1041, residential,    3,           7.4,            0.323,                   1.29, oui               , non               , non
   1041, residential,    4,           7.5,            0.308,                   1.28, oui               , non               , non
   1041, residential,    5,          14.7,            0.332,                   1.3 , oui               , non               , non
   1041, residential,    6,          14.5,            0.346,                   1.32, oui               , non               , non
   1041, residential,    7,           5  ,            0.99 ,                   3.26, non               , non               , oui
   1041, residential,    8,           7.7,            0.768,                   2.16, non               , non               , non
   1041, residential,    9,           7.1,            0.806,                   2.29, non               , non               , non
   1041, residential,   10,           9.3,            0.484,                   1.51, non               , non               , oui
   1041, residential,   11,          15.2,            0.301,                   1.27, oui               , non               , non
   1041, residential,   12,          10.3,            0.604,                   1.73, oui               , non               , non
   1041, residential,   13,          10.8,            0.575,                   1.67, oui               , non               , non
   1041, residential,   14,          10.6,            0.588,                   1.7 , oui               , non               , non
   1041, residential,   15,          15.6,            0.274,                   1.24, oui               , non               , non
   1041, residential,   16,          14.8,            0.328,                   1.3 , oui               , non               , non
   1041, residential,   17,           5  ,            0.94 ,                   2.92, non               , non               , non
   1041, residential,   18,           5.6,            0.898,                   2.69, non               , non               , non
   1041, residential,   19,           5.8,            0.888,                   2.64, non               , non               , non
   1041, residential,   20,           6.0,            0.872,                   2.57, non               , non               , non
   1041, residential,   21,          14.7,            0.33 ,                   1.3 , oui               , non               , non
   1041, residential,   22,          15.4,            0.285,                   1.25, oui               , non               , non
   1041, residential,   23,          14.9,            0.32 ,                   1.29, oui               , non               , non
   1042, trunk      ,    0,          51.4,            0.179,                   1.14, oui               , oui               , non
   1042, trunk      ,    1,          49.2,            0.225,                   1.19, oui               , oui               , non
   1042, trunk      ,    2,          30.1,            0.405,                   1.4 , oui               , oui               , oui
   1042, trunk      ,    3,          51.3,            0.181,                   1.15, oui               , oui               , non
   1042, trunk      ,    4,          30.0,            0.407,                   1.4 , oui               , oui               , oui
   1042, trunk      ,    5,          49.2,            0.225,                   1.19, oui               , oui               , non
   1042, trunk      ,    6,          51.9,            0.169,                   1.13, oui               , oui               , non
   1042, trunk      ,    7,          27.7,            0.673,                   1.89, oui               , oui               , non
   1042, trunk      ,    8,          27.5,            0.677,                   1.9 , oui               , oui               , non
   1042, trunk      ,    9,          24.8,            0.733,                   2.06, oui               , oui               , non
   1042, trunk      ,   10,          51.1,            0.186,                   1.15, oui               , oui               , non
   1042, trunk      ,   11,          31.3,            0.362,                   1.34, oui               , oui               , oui
   1042, trunk      ,   12,          33.8,            0.546,                   1.62, oui               , oui               , non
   1042, trunk      ,   13,          38.4,            0.451,                   1.46, oui               , oui               , non
   1042, trunk      ,   14,          33.8,            0.546,                   1.62, oui               , oui               , non
   1042, trunk      ,   15,          51.0,            0.187,                   1.15, oui               , oui               , non
   1042, trunk      ,   16,          48.5,            0.24 ,                   1.2 , oui               , oui               , non
   1042, trunk      ,   17,          21.2,            0.807,                   2.3 , oui               , oui               , non
   1042, trunk      ,   18,          23.1,            0.768,                   2.16, oui               , oui               , non
   1042, trunk      ,   19,          21.5,            0.801,                   2.28, oui               , oui               , non
   1042, trunk      ,   20,          12.2,            1.0  ,                   3.33, oui               , oui               , oui
   1042, trunk      ,   21,          50.3,            0.203,                   1.17, oui               , oui               , non
   1042, trunk      ,   22,          29.0,            0.444,                   1.45, oui               , oui               , oui
   1042, trunk      ,   23,          51.1,            0.185,                   1.15, oui               , oui               , non
   1043, primary    ,    0,          40.9,            0.228,                   1.19, oui               , oui               , non
   1043, primary    ,    1,          43.5,            0.162,                   1.13, oui               , oui               , non
   1043, primary    ,    2,          25.6,            0.382,                   1.36, oui               , oui               , oui
   1043, primary    ,    3,          41.3,            0.217,                   1.18, oui               , oui               , non
   1043, primary    ,    4,          43.6,            0.16 ,                   1.13, oui               , oui               , non
